0,1,2,3,4
0.018761,0.028132,0.781084,0.077695,-22.7063283948026
0.711583,0.013745,0.025658,0.16938,-19.3708079359786
0.421055,0.470543,0.341963,0.427023,0.4502603791092698
0.416667,0.375,0.416667,0.416667,0.69301215528069
0.022844,0.312377,0.992313,0.331969,-22.37832937529772
0.42396135,0.83060262,0.45702272,0.32936945,-11.16951981
0.6988003,0.0764023,0.64874616,0.10892704,-16.32449028
0.55853037,0.93311617,0.69604935,0.98615621,-31.38445908
0.94318775,0.26070182,0.9339616,0.54990784,-27.29480064
0.95281901,0.59713156,0.81461854,0.49636204,-23.85565426
0.42542953,0.77134162,0.20928856,0.7094518,-14.15687958
0.02773076,0.8661919,0.04546442,0.79224791,-26.74975128
0.82834073,0.0923789,0.51669735,0.51622505,-15.19992034
0.15268713,0.1238439,0.53057043,0.50586871,-9.16936028
0.20274617,0.33420326,0.12012364,0.0237553,-13.46226594
0.22611507,0.1605307,0.31699163,0.48306486,-6.41942649
0.52333108,0.79774689,0.44391278,0.80979728,-16.80062213
0.26343566,0.24503317,0.30667723,0.52699379,-4.27992993
0.65276203,0.11173288,0.68852416,0.67909798,-16.2096673
0.89841097,0.00553344,0.08742606,0.09416545,-24.63877878
0.46647334,0.57387636,0.23735372,0.56622961,-7.10203834
0.52427779,0.04014685,0.52506204,0.03707705,-14.13627283
0.47544553,0.93283962,0.97220248,0.63772071,-29.29068304
0.82056276,0.67430216,0.53956182,0.56878646,-16.18758003
0.22400776,0.01822642,0.00545835,0.39685677,-16.06647852
0.26851241,0.45809917,0.0167388,0.53122146,-10.06590767
0.33642591,0.39858179,0.08808527,0.87509883,-15.76404381
0.64442356,0.8622416,0.41553462,0.1317422,-17.22808929
0.13266462,0.77798454,0.1331454,0.70410087,-17.8193119
0.15661004,0.75853923,0.74473312,0.55428675,-17.00261119
0.98579488,0.32679942,0.09787758,0.29657647,-20.43074735
0.21593806,0.57270979,0.90183949,0.41297419,-16.34614616
0.2727878,0.76961324,0.68461749,0.87031875,-21.13430564
0.96697361,0.63107111,0.28265028,0.45852483,-18.75674243
0.86482873,0.88631808,0.7357273,0.32409229,-25.21448142
0.592643,0.172706,0.219282,0.392633,-7.712912648022165
0.236568,0.52232,0.45534,0.256036,-4.228477651086049
0.006393,0.666247,0.469356,0.528012,-13.269248177970372
0.014144,0.990201,0.891798,0.998092,-42.85641049173969
0.346325,0.415756,0.385947,0.414542,0.5532543866079398
0.333333,0.375,0.416667,0.416667,0.3302402834651
0.404941,0.379085,0.418491,0.465066,-0.62006641321668
0.100812,0.476579,0.502191,0.377712,-7.516397835873185
0.43667,0.395,0.41667,0.41667,0.46625946612504
0.403845,0.389045,0.392598,0.404567,0.1571758009730186
0.436667,0.355,0.416667,0.416667,0.53971373027366
0.384383,0.397868,0.383065,0.382104,-0.0281499072238662
0.404748,0.386857,0.394646,0.404932,0.1938997362449019
0.391525,0.387597,0.385321,0.387214,-0.068127582017389
0.512002,0.494119,0.169519,0.152236,
